full_date,date,weekday,time,mood,activities,note_title,note
2021-05-22,May 22,Saturday,10:43 PM,Solid,family | friends | gaming | tv show | home | texting Sophie | Personal Project | biking | chest / core | prayer | mountain dew,"","Bike tire died, Clippers Mavs playoff game in person with Cameron, Dew SA, family loves me, I have an interview with Ross, Jude got a job, jackbox with Nightquil "
2021-05-21,May 21,Friday,9:19 PM,okay,friends | gaming | tv show | home | texting Sophie | Personal Project | chest / core | gym | prayer | Sleep > 9,"","French fry brain Bol Bol -Cameron, reorder Spotify playlist program, Golfnstuff, Trader Joe’s, and sprouts with Jude, finished Job,  Warriors eliminated by Grizzlies, still texting Sophie "
2021-05-20,May 20,Thursday,10:30 PM,meh,family | movie | tv show | home | texting Sophie | Personal Project | biking | chest / core | gym | prayer,"","Last Fm project stuck on changing order of playlist, Jude got sketch job and interview, picked up Chick-fil-A, sore throat might be getting sick, meh mood all day, watched Captain America #1, new Dayglow and 21 pilots album, Strangers could be top song "
2021-05-19,May 19,Wednesday,11:18 PM,Solid,family | friends | gaming | tv show | home | texting Sophie | Personal Project | chest / core | gym | prayer | mountain dew | Sleep > 9,"","Oatmeal with peanut butter and honey, Wombats, Last Fm project unitime, Cameron’s house Warriors vs Lakers, Mountain Dew Cyclone"
2021-05-18,May 18,Tuesday,9:37 PM,Solid,family | friends | movie | gaming | tv show | home | texting Sophie | Personal Project | chest / core | gym | prayer,"","LastFm project recent track, Mavericks gym potential job, choked Cosc test, Got tickets with Cameron for playoff basketball game, Pirates of the Caribbean, jet lagged, been texting Sophie definitely still have feelings  "
2021-05-17,May 17,Monday,11:12 PM,Solid,family | friends | gaming | tv show | home | texting Sophie | Personal Project | chest / core | Other Sports | prayer | mountain dew,"","Spotify api code, Sams Club interview no Berry Monsoon, tennis with Jude Dakota Freddy, last FM api lots of progress, Miami trip plan"
2021-05-16,May 16,Sunday,9:49 PM,okay,family | friends | movie | gaming | tv show | home | texting Sophie | Other Sports | church | prayer | mountain dew,"","First mass back with Jude, grocery shopping, fountain voltage, American Sniper, it’s been 1 year if push-ups/planks, dressed up in old track clothes "
2021-05-15,May 15,Saturday,11:41 PM,good,family | friends | home | texting Sophie | chest / core | prayer | mountain dew,"","Costco, whichwhich Mountain Dew vibe with Cait Jude Cameron and Dylan, packing up old stuff, jackbox"
2021-05-14,May 14,Friday,10:30 PM,okay,family | friends | movie | home | college | texting Sophie | chest / core | prayer | Sleep < 7,"","Jon helped move out and drive me to airport, airport delays at Denver, texting a lot of people, snapper Jacks with Dad Jude Cameron, too much stuff in my room"
2021-05-13,May 13,Thursday,12:43 AM,good,friends | movie | gaming | school | tv show | college | biking | chest / core | gym | church | prayer | mountain dew,"","Math final took hour on last problem, Tess and Gabriella waited for me 🥺, stressful time packing, walk with Noah, prayer walk, 10 PM mass with Sophie and Ana, Joan of arc with Sophie and Ana and Kept running into Gabriella and Sebastian, sad about leaving my friends "
2021-05-12,May 12,Wednesday,11:09 PM,okay,friends | gaming | school | tv show | college | chest / core | prayer | mountain dew,"","Followed Michelle on Insta, COSC final unlimited time did I cheat?, walk with Peter, vc with Cameron Jude Noah about being a Dad, was really “high” first time in a long time, Major melon "
2021-05-11,May 11,Tuesday,11:08 PM,Solid,friends | gaming | walk with duns | tv show | college | biking | chest / core | gym | Other Sports | church | prayer | double dew,"","Kickstart wild Cherry, plan to walk with Sophie and Duns didn’t work out, got good grades on assignments/tests, Escaped prisoner near campus, Jon moved out, Major melon zero sugar, really fun time throwing football and frisbee with Steve, hammer throws and bofa joke"
2021-05-10,May 10,Monday,11:33 PM,okay,friends | gaming | tv show | college | chest / core | gym | prayer | Spiritual Direction | mountain dew,"","Saw Sophie at gym, Finished EDUC 1001 final, lunch at AMU and found Gab, Sebastian, and Joe there are with them, black Cherry kickstart, Eulers method code, Carmel frap Starbucks, most fun basketball game ever hard domination 2k, vc with Jude for a while, looked over old dms from a year ago"
2021-05-09,May 9,Sunday,10:28 PM,okay,friends | movie | reading | gaming | tv show | college | church | prayer,"","Was in silly kind of mood at mass, last Camino, lunch with Joe and Jerome, studying at library, helping J.J with coding project for a long time, he offered me a beer or meal for helping, John Wick 2, trying to see God in all things "
2021-05-08,May 8,Saturday,10:33 PM,almost Rad,friends | gaming | college | biking | chest / core | gym | prayer | mountain dew,"","Lots of people moving out, studying for math and cosc finals, cannolis and park with lava climber gang, voltage, got asked for help my random person in cosc class"
2021-05-07,May 7,Friday,12:46 AM,good,friends | movie | gaming | school | college | chest / core | gym | prayer | mountain dew | Sleep > 9,"","Last day of classes, Van Weezer, PHIL take home final, lunch with Tess Gabriella and Raina, people in hall talked to me about juggling, moved sofa with Peter, Magic Man Band, John Wick, major melon, jackbox"
2021-05-06,May 6,Thursday,9:11 PM,okay,friends | gaming | school | tv show | college | biking | chest / core | gym | rcia  | prayer,"","Saw cute girl at gym then realized it was Sophie, theology class about embracing suffering and confronting problems, last RCIA meeting, still have some feelings for Sophie makes me sad"
2021-05-05,May 5,Wednesday,9:57 PM,okay,friends | movie | gaming | tv show | college | chest / core | gym | prayer,"","Nightmare of Sophie and Eric dying and I told Sophie I felt in the dream, Theo final with Duns didn’t go so well, bad mood with feeling lonely, knees hurting, and not having a job, arcade skating zip lining with Tess Raina Stephen Emily, random girl on zip line, won signed basketball, Spider-Man far from home "
2021-05-04,May 4,Tuesday,10:54 PM,okay,friends | movie | gaming | school | tv show | college | volunteer | chest / core | gym | church | prayer,"","Follow Molly on Instagram and started conversation, beholders final essay, walk with Peter, Spider-Man Homecoming, outside near Joan of Arc feeling melancholy, father Duns homily called out Eric again "
2021-05-03,May 3,Monday,10:33 PM,okay,movie | gaming | school | tv show | college | chest / core | gym | prayer | mountain dew,"","Bad sleeping nightmares and constant waking up, saw Sophie at gym and dining hall, last PHIL class, Tess back in class, rejected from two jobs because they want permanent higher, studying with Mary, Spider-Man 2, want to fix bladder problem, my hair is annoying too long "
2021-05-02,May 2,Sunday,9:28 PM,okay,friends | gaming | tv show | college | church | prayer | Sleep > 9,"","Relaxed mood at Camino, officially in the friend zone with Sophie, hangout outside with Sebastian, Gab, Joe, and Akira, hot day which means more eye temptation, job apps, math tutor job looks interesting, Theo studying with Mary"
2021-05-01,May 1,Saturday,11:37 PM,good,family | friends | gaming | tv show | college | chest / core | gym | prayer | mountain dew,"","Pic with father Marquette, Theo work at library, “retreat” at lake weather was so nice, called parents, really like exploring and buses by myself, It’s Good set by Jude, jackbox presentation game, Dew S-A"
2021-04-30,Apr 30,Friday,10:03 PM,okay,friends | movie | gaming | school | tv show | college | chest / core | gym | prayer | 4 meals,"","Saw Sophie at breakfast then at the library, library 2nd floor optimal for studying, completed Pig coding game first try, Watched Spider-Man 1 worst super hero movie ever"
2021-04-29,Apr 29,Thursday,9:55 PM,okay,friends | gaming | school | college | chest / core | gym | rcia  | prayer | mountain dew | Sleep > 9,"","Bought women’s flip flops, got another 100 after having different answers as other people on math, EDUC presentation super stressful but made it, Rodgers wants out of GreenBay, NFL draft"
2021-04-28,Apr 28,Wednesday,9:17 PM,Solid,work | friends | gaming | school | tv show | college | chest / core | gym | prayer | mountain dew | Sleep < 7,"","Tried mixing lots of juices with Dew, og dew in math class so I didn’t have to wear a mask, walk with Peter, class registration, got last spot for Data Structures after telling Gabriella to switch, Duns got me into a Theo class, In the End song"
2021-04-27,Apr 27,Tuesday,11:16 PM,okay,work | friends | gaming | school | tv show | college | volunteer | chest / core | gym | church | prayer | mountain dew | Partial Dew | 4 meals,"","Beholding about impasse, confronting feelings about Sophie, proposal to have MTD Sat with Sophie and Maeve, Sophie too busy for that, low key Maeve? Maybe try to get to know her, code red, Candyman for Duns’s class, Tuesday night mass has opportunity to tell Sophie but didn’t because it was wrong decision "
2021-04-26,Apr 26,Monday,10:42 PM,okay,friends | reading | gaming | school | tv show | college | chest / core | gym | prayer | mountain dew | 4 meals,"","Changed mind not going to tell Sophie feelings, realization that what I want is to just go home, lots of contemplation, thinking about summer plans with Jude, spent good amount of time in vc before bed"
2021-04-25,Apr 25,Sunday,10:39 PM,okay,work | friends | reading | gaming | tv show | college | church | prayer | Partial Dew,"","Good mood in morning despite bad circumstances (good because of closeness with God), cookies in Camino group, Jamba with Sebastian and Gabriella, I keep getting left on read and then they apologize, spit balling with Cameron and Jude at night, plan to tell feelings to Sophie on Tuesday "
2021-04-24,Apr 24,Saturday,12:25 AM,Solid,family | friends | gaming | tv show | college | chest / core | ultimate frisbee | prayer | mountain dew,"","Hat trick in ultimate frisbee, opened note from a year ago, plan to tell Sophie about feelings, call with Sebastian, Overwatch with the boys, inner peace of not having control "
2021-04-23,Apr 23,Friday,11:18 PM,meh,friends | gaming | school | walk with duns | tv show | college | chest / core | prayer | mountain dew,"","Homeless man thought Duns was my Dad, upfront with Jude about what was upsetting me, texted Ana about Sophie, desolation I don’t think Sophie likes me"
2021-04-22,Apr 22,Thursday,9:02 PM,Solid,friends | reading | gaming | school | tv show | college | chest / core | gym | rcia  | prayer,"","Housing selection in Eckstein, dilemma about asking teacher for leaving class early and not lying, cookies with Eric Sophie and Ana did online class at same time, found out Sophie will be out of town Saturday "
2021-04-21,Apr 21,Wednesday,9:45 PM,okay,friends | reading | gaming | school | tv show | college | chest / core | gym | prayer | Sleep < 7,"","Father Duns Instagram, text message bet, double lunch, getting hungry again"
2021-04-20,Apr 20,Tuesday,11:02 PM,Solid,gaming | tv show | college | volunteer | biking | chest / core | ultimate frisbee | gym | church | prayer | mountain dew,"","Saw Sophie briefly at gym, mental health day, really good frisbee practice scored 3 times and didn’t turn it over, father Duns mass, walk back with Sophie and her friends not much said "
2021-04-19,Apr 19,Monday,10:01 PM,Solid,gaming | school | tv show | college | chest / core | gym | prayer | Sleep < 7,"","Super tired when waking up, couple sips of MTD rise and was fine, planned on having a reset day not thinking of Sophie much, saw Sophie and gym and talked with her over an hour, blood stains in sink at gym, apparently Jon is in Sophie’s class, watched X-Men apocalypse "
2021-04-18,Apr 18,Sunday,9:05 PM,okay,friends | gaming | tv show | college | church | prayer,"","Wondering around juggling, Camino group rosary prayer, afterwards low mood unproductive and took nap, 6 pm mass with Sophie at Gesu, went to pick up food afterwards"
2021-04-17,Apr 17,Saturday,10:58 PM,Solid,work | friends | reading | gaming | tv show | college | chest / core | ultimate frisbee | prayer | mountain dew,"","Ultimate frisbee scored twice had game winning toss, Sophie’s radio show, strawberry melon spark"
2021-04-16,Apr 16,Friday,10:16 PM,Solid,friends | gaming | school | walk with duns | college | chest / core | gym | prayer | Sleep < 7,"","100% on C average COSC test, ran into Sophie and Sebastian after math class, egg quiz question, walk with Duns and Sophie, Sophie brought up having Dew with one of her friends and it shook me, spent time with Sebastian and he helped me feel better, told Duns about Sophie, playing video games with the boys "
